Product_ID,Machine_ID,Machine_Status,Queue_Length,Processing_Time,Worker_Available,Shift,Material_Type,Temperature,Previous_Wait_Time,Current_Wait_Time,Next_Machine,Recommended_Machine,Expected_Waiting_Time,Worker_Status,Machine_Load,Shift_Code,Queue_Category,Temperature_Level,Bottleneck_Flag,Delay_Level
P0088,Lathe_M1,Idle,13,28,Yes,Evening,Bearing_Steel_Chrome,81,19,41,Packaging_Line,Lathe_M1,29,1,0,,Medium,Hot,0,High
P0497,Grinding_M2,Overloaded,7,43,No,Night,Bearing_Stainless,79,5,54,Polishing_M3,Lathe_M1,5,0,3,2,Medium,Hot,0,Low
P0086,Lathe_M1,Busy,15,18,Yes,Evening,Bearing_Steel_Chrome,51,28,23,Polishing_M3,Lathe_M1,14,1,1,,High,Warm,1,Medium
P0477,Lathe_M1,Maintenance,8,42,Yes,Night,Bearing_Steel_Chrome,41,20,48,Packaging_Line,Assembly_M4,4,1,2,2,Medium,Normal,0,Low
P0081,Assembly_M4,Overloaded,15,15,Yes,Night,Bearing_Stainless,46,5,21,Assembly_M4,Polishing_M3,8,1,3,2,High,Normal,1,Low
P0284,Polishing_M3,Idle,13,38,Yes,Night,Ceramic_Hybrid,35,12,58,Assembly_M4,Grinding_M2,24,1,0,2,Medium,Normal,0,High
P0349,Polishing_M3,Idle,5,25,No,Morning,Bearing_Stainless,70,11,30,Grinding_M2,Polishing_M3,27,0,0,0,Medium,Hot,0,High
P0251,Polishing_M3,Busy,7,43,No,Morning,Bearing_Steel_Chrome,32,29,12,Assembly_M4,Lathe_M1,23,0,1,0,Medium,Normal,0,High
P0271,Lathe_M1,Overloaded,1,20,No,Night,Bearing_Steel_Chrome,65,14,27,Assembly_M4,Assembly_M4,12,0,3,2,Low,Warm,0,Medium
P0233,Polishing_M3,Overloaded,21,36,No,Morning,Bearing_Stainless,81,18,31,Polishing_M3,Polishing_M3,2,0,3,0,High,Hot,1,Low
P0396,Grinding_M2,Overloaded,12,37,No,Night,Ceramic_Hybrid,50,29,23,Assembly_M4,Lathe_M1,11,0,3,2,Medium,Warm,0,Medium
P0427,Assembly_M4,Busy,4,37,No,Night,Bearing_Stainless,44,14,12,Packaging_Line,Grinding_M2,6,0,1,2,Low,Normal,0,Low
P0134,Polishing_M3,Idle,16,5,Yes,Evening,Bearing_Steel_Chrome,27,15,30,Packaging_Line,Lathe_M1,8,1,0,,High,Normal,1,Low
P0114,Grinding_M2,Busy,10,12,Yes,Evening,Bearing_Steel_Chrome,59,8,32,Grinding_M2,Grinding_M2,19,1,1,,Medium,Warm,0,Medium
P0123,Grinding_M2,Maintenance,3,20,Yes,Night,Bearing_Stainless,37,21,55,Polishing_M3,Lathe_M1,5,1,2,2,Low,Normal,0,Low
P0181,Grinding_M2,Maintenance,22,41,No,Morning,Bearing_Steel_Chrome,44,25,40,Assembly_M4,Assembly_M4,2,0,2,0,High,Normal,1,Low
P0095,Polishing_M3,Busy,12,38,No,Morning,Bearing_Steel_Chrome,43,18,9,Packaging_Line,Polishing_M3,25,0,1,0,Medium,Normal,0,High
P0210,Polishing_M3,Idle,17,12,No,Night,Bearing_Steel_Chrome,51,16,49,Packaging_Line,Lathe_M1,13,0,0,2,High,Warm,1,Medium
P0052,Lathe_M1,Overloaded,15,26,No,Night,Bearing_Stainless,44,14,24,Polishing_M3,Polishing_M3,2,0,3,2,High,Normal,1,Low
P0143,Assembly_M4,Maintenance,2,23,Yes,Night,Bearing_Stainless,69,6,58,Packaging_Line,Assembly_M4,6,1,2,2,Low,Warm,0,Low
P0478,Grinding_M2,Maintenance,13,8,Yes,Evening,Bearing_Steel_Chrome,46,20,59,Polishing_M3,Assembly_M4,7,1,2,,Medium,Normal,0,Low
P0070,Polishing_M3,Maintenance,3,38,No,Evening,Bearing_Stainless,51,8,7,Grinding_M2,Lathe_M1,15,0,2,,Low,Warm,0,Medium
P0354,Lathe_M1,Busy,0,6,Yes,Night,Ceramic_Hybrid,66,17,29,Assembly_M4,Assembly_M4,28,1,1,2,Low,Warm,0,High
P0117,Lathe_M1,Idle,14,28,No,Morning,Bearing_Steel_Chrome,39,15,58,Grinding_M2,Assembly_M4,14,0,0,0,Medium,Normal,0,Medium
P0340,Polishing_M3,Overloaded,5,18,Yes,Night,Bearing_Stainless,41,19,24,Packaging_Line,Polishing_M3,19,1,3,2,Medium,Normal,0,Medium
P0377,Polishing_M3,Maintenance,16,20,No,Evening,Bearing_Steel_Chrome,64,8,56,Assembly_M4,Assembly_M4,28,0,2,,High,Warm,1,High
P0169,Polishing_M3,Idle,11,13,Yes,Night,Bearing_Steel_Chrome,51,15,56,Polishing_M3,Grinding_M2,1,1,0,2,Medium,Warm,0,Low
P0037,Assembly_M4,Maintenance,9,21,Yes,Morning,Bearing_Stainless,73,18,40,Polishing_M3,Assembly_M4,17,1,2,0,Medium,Hot,0,Medium
P0461,Lathe_M1,Maintenance,17,27,Yes,Evening,Ceramic_Hybrid,58,9,17,Assembly_M4,Polishing_M3,23,1,2,,High,Warm,1,High
P0474,Polishing_M3,Busy,24,24,No,Morning,Bearing_Stainless,46,16,56,Packaging_Line,Grinding_M2,23,0,1,0,High,Normal,1,High
P0268,Assembly_M4,Busy,8,39,Yes,Morning,Ceramic_Hybrid,27,3,37,Polishing_M3,Lathe_M1,14,1,1,0,Medium,Normal,0,Medium
P0108,Polishing_M3,Maintenance,16,23,Yes,Morning,Ceramic_Hybrid,54,24,19,Polishing_M3,Assembly_M4,27,1,2,0,High,Warm,1,High
P0428,Lathe_M1,Overloaded,24,18,No,Night,Bearing_Steel_Chrome,26,8,53,Grinding_M2,Grinding_M2,18,0,3,2,High,Normal,1,Medium
P0427,Lathe_M1,Maintenance,5,36,No,Night,Bearing_Steel_Chrome,45,9,32,Assembly_M4,Polishing_M3,27,0,2,2,Medium,Normal,0,High
P0076,Assembly_M4,Maintenance,1,37,Yes,Morning,Bearing_Stainless,40,8,26,Grinding_M2,Polishing_M3,24,1,2,0,Low,Normal,0,High
P0382,Lathe_M1,Maintenance,10,17,Yes,Night,Bearing_Stainless,80,3,18,Polishing_M3,Grinding_M2,24,1,2,2,Medium,Hot,0,High
P0345,Assembly_M4,Busy,5,32,Yes,Morning,Ceramic_Hybrid,31,19,45,Polishing_M3,Lathe_M1,23,1,1,0,Medium,Normal,0,High
P0006,Grinding_M2,Idle,3,40,No,Evening,Bearing_Steel_Chrome,68,5,34,Assembly_M4,Polishing_M3,24,0,0,,Low,Warm,0,High
P0063,Grinding_M2,Maintenance,19,35,Yes,Night,Bearing_Steel_Chrome,48,8,30,Assembly_M4,Lathe_M1,13,1,2,2,High,Normal,1,Medium
P0439,Lathe_M1,Busy,21,12,No,Evening,Bearing_Steel_Chrome,79,6,48,Polishing_M3,Polishing_M3,13,0,1,,High,Hot,1,Medium
P0109,Assembly_M4,Idle,19,18,No,Morning,Bearing_Stainless,56,29,54,Packaging_Line,Grinding_M2,27,0,0,0,High,Warm,1,High
P0195,Assembly_M4,Idle,23,29,No,Morning,Bearing_Steel_Chrome,76,5,25,Assembly_M4,Assembly_M4,18,0,0,0,High,Hot,1,Medium
P0291,Grinding_M2,Idle,6,19,No,Morning,Ceramic_Hybrid,77,7,52,Grinding_M2,Lathe_M1,20,0,0,0,Medium,Hot,0,High
P0321,Polishing_M3,Overloaded,23,12,No,Morning,Bearing_Stainless,52,22,20,Assembly_M4,Assembly_M4,28,0,3,0,High,Warm,1,High
P0341,Grinding_M2,Busy,21,20,No,Evening,Bearing_Stainless,59,18,13,Polishing_M3,Assembly_M4,25,0,1,,High,Warm,1,High
P0291,Grinding_M2,Overloaded,2,33,No,Morning,Bearing_Steel_Chrome,63,19,16,Packaging_Line,Polishing_M3,19,0,3,0,Low,Warm,0,Medium
P0127,Assembly_M4,Busy,15,26,Yes,Night,Bearing_Steel_Chrome,83,25,53,Packaging_Line,Assembly_M4,20,1,1,2,High,Hot,1,High
P0094,Assembly_M4,Busy,14,5,Yes,Night,Ceramic_Hybrid,26,9,26,Packaging_Line,Assembly_M4,25,1,1,2,Medium,Normal,0,High
P0210,Lathe_M1,Overloaded,1,13,Yes,Evening,Bearing_Steel_Chrome,33,14,10,Grinding_M2,Assembly_M4,15,1,3,,Low,Normal,0,Medium
P0414,Polishing_M3,Overloaded,18,19,Yes,Night,Ceramic_Hybrid,74,8,15,Packaging_Line,Lathe_M1,8,1,3,2,High,Hot,1,Low
P0018,Lathe_M1,Maintenance,5,44,No,Night,Bearing_Steel_Chrome,26,20,52,Assembly_M4,Polishing_M3,7,0,2,2,Medium,Normal,0,Low
P0210,Polishing_M3,Busy,9,21,No,Morning,Bearing_Steel_Chrome,31,23,44,Polishing_M3,Lathe_M1,7,0,1,0,Medium,Normal,0,Low
P0070,Assembly_M4,Idle,3,39,Yes,Evening,Bearing_Steel_Chrome,75,16,40,Packaging_Line,Assembly_M4,25,1,0,,Low,Hot,0,High
P0107,Assembly_M4,Idle,8,17,Yes,Evening,Ceramic_Hybrid,42,22,52,Assembly_M4,Polishing_M3,1,1,0,,Medium,Normal,0,Low
P0233,Lathe_M1,Idle,3,12,No,Morning,Bearing_Steel_Chrome,76,17,25,Packaging_Line,Lathe_M1,11,0,0,0,Low,Hot,0,Medium
P0215,Assembly_M4,Maintenance,19,25,No,Night,Ceramic_Hybrid,51,20,27,Grinding_M2,Grinding_M2,19,0,2,2,High,Warm,1,Medium
P0089,Polishing_M3,Maintenance,17,39,No,Evening,Bearing_Stainless,64,21,55,Grinding_M2,Grinding_M2,10,0,2,,High,Warm,1,Medium
P0426,Polishing_M3,Maintenance,15,9,Yes,Evening,Bearing_Steel_Chrome,76,10,12,Packaging_Line,Polishing_M3,11,1,2,,High,Hot,1,Medium
P0455,Grinding_M2,Busy,15,43,No,Night,Ceramic_Hybrid,71,25,25,Grinding_M2,Lathe_M1,20,0,1,2,High,Hot,1,High
P0388,Assembly_M4,Overloaded,22,42,Yes,Morning,Bearing_Stainless,71,9,11,Polishing_M3,Lathe_M1,2,1,3,0,High,Hot,1,Low
P0260,Assembly_M4,Idle,12,27,No,Evening,Ceramic_Hybrid,53,7,41,Assembly_M4,Grinding_M2,20,0,0,,Medium,Warm,0,High
P0375,Grinding_M2,Idle,0,33,No,Evening,Bearing_Stainless,74,16,27,Packaging_Line,Lathe_M1,10,0,0,,Low,Hot,0,Medium
P0425,Polishing_M3,Busy,2,41,Yes,Night,Bearing_Steel_Chrome,80,14,12,Grinding_M2,Lathe_M1,22,1,1,2,Low,Hot,0,High
P0483,Polishing_M3,Idle,20,33,No,Morning,Bearing_Steel_Chrome,26,10,53,Polishing_M3,Assembly_M4,27,0,0,0,High,Normal,1,High
P0069,Polishing_M3,Overloaded,17,5,Yes,Morning,Bearing_Stainless,68,21,56,Grinding_M2,Grinding_M2,21,1,3,0,High,Warm,1,High
P0442,Grinding_M2,Busy,4,12,Yes,Night,Ceramic_Hybrid,51,16,39,Assembly_M4,Assembly_M4,6,1,1,2,Low,Warm,0,Low
P0237,Grinding_M2,Busy,12,23,No,Evening,Bearing_Steel_Chrome,42,25,5,Grinding_M2,Lathe_M1,25,0,1,,Medium,Normal,0,High
P0363,Assembly_M4,Overloaded,6,33,Yes,Night,Bearing_Steel_Chrome,55,13,47,Polishing_M3,Polishing_M3,4,1,3,2,Medium,Warm,0,Low
P0191,Grinding_M2,Busy,18,10,Yes,Night,Bearing_Stainless,49,10,24,Assembly_M4,Lathe_M1,10,1,1,2,High,Normal,1,Medium
P0489,Grinding_M2,Idle,4,31,No,Night,Bearing_Stainless,37,10,6,Grinding_M2,Assembly_M4,18,0,0,2,Low,Normal,0,Medium
P0078,Assembly_M4,Overloaded,20,37,No,Morning,Bearing_Steel_Chrome,48,22,48,Polishing_M3,Polishing_M3,10,0,3,0,High,Normal,1,Medium
P0041,Assembly_M4,Overloaded,1,13,Yes,Morning,Bearing_Stainless,26,24,34,Grinding_M2,Polishing_M3,22,1,3,0,Low,Normal,0,High
P0427,Grinding_M2,Idle,13,15,No,Morning,Bearing_Steel_Chrome,79,12,21,Grinding_M2,Lathe_M1,4,0,0,0,Medium,Hot,0,Low
P0099,Polishing_M3,Maintenance,12,11,No,Morning,Ceramic_Hybrid,40,2,49,Packaging_Line,Grinding_M2,1,0,2,0,Medium,Normal,0,Low
P0026,Assembly_M4,Busy,10,10,Yes,Night,Bearing_Stainless,44,4,48,Packaging_Line,Grinding_M2,5,1,1,2,Medium,Normal,0,Low
P0029,Grinding_M2,Busy,8,30,Yes,Night,Bearing_Stainless,82,13,34,Polishing_M3,Assembly_M4,28,1,1,2,Medium,Hot,0,High
P0458,Assembly_M4,Idle,9,23,Yes,Night,Bearing_Stainless,29,27,9,Polishing_M3,Assembly_M4,9,1,0,2,Medium,Normal,0,Low
P0491,Lathe_M1,Busy,19,25,No,Evening,Bearing_Stainless,25,23,32,Assembly_M4,Lathe_M1,16,0,1,,High,Normal,1,Medium
P0031,Lathe_M1,Maintenance,14,21,Yes,Morning,Bearing_Stainless,50,21,29,Grinding_M2,Lathe_M1,13,1,2,0,Medium,Warm,0,Medium
P0409,Assembly_M4,Idle,0,29,No,Morning,Bearing_Steel_Chrome,32,6,10,Grinding_M2,Assembly_M4,23,0,0,0,Low,Normal,0,High
P0088,Grinding_M2,Busy,19,34,Yes,Morning,Ceramic_Hybrid,38,23,27,Packaging_Line,Lathe_M1,11,1,1,0,High,Normal,1,Medium
P0381,Assembly_M4,Busy,5,15,No,Evening,Bearing_Steel_Chrome,37,13,58,Polishing_M3,Lathe_M1,2,0,1,,Medium,Normal,0,Low
P0013,Polishing_M3,Overloaded,20,39,No,Night,Bearing_Stainless,79,5,21,Grinding_M2,Assembly_M4,28,0,3,2,High,Hot,1,High
P0057,Grinding_M2,Busy,21,42,No,Morning,Bearing_Stainless,31,16,36,Assembly_M4,Polishing_M3,11,0,1,0,High,Normal,1,Medium
P0126,Assembly_M4,Busy,23,7,Yes,Morning,Bearing_Stainless,54,7,6,Assembly_M4,Grinding_M2,29,1,1,0,High,Warm,1,High
P0095,Polishing_M3,Idle,13,22,Yes,Night,Bearing_Stainless,75,13,35,Grinding_M2,Grinding_M2,13,1,0,2,Medium,Hot,0,Medium
P0176,Grinding_M2,Idle,11,16,No,Morning,Bearing_Steel_Chrome,42,10,53,Grinding_M2,Polishing_M3,21,0,0,0,Medium,Normal,0,High
P0157,Assembly_M4,Maintenance,15,44,Yes,Evening,Ceramic_Hybrid,67,25,38,Grinding_M2,Grinding_M2,8,1,2,,High,Warm,1,Low
P0346,Grinding_M2,Maintenance,11,37,No,Evening,Bearing_Steel_Chrome,47,14,58,Polishing_M3,Grinding_M2,21,0,2,,Medium,Normal,0,High
P0241,Assembly_M4,Busy,16,18,No,Night,Bearing_Stainless,38,17,53,Grinding_M2,Grinding_M2,6,0,1,2,High,Normal,1,Low
P0139,Polishing_M3,Overloaded,6,30,No,Morning,Bearing_Stainless,50,2,36,Grinding_M2,Grinding_M2,25,0,3,0,Medium,Warm,0,High
P0055,Lathe_M1,Busy,14,25,No,Night,Ceramic_Hybrid,42,29,17,Grinding_M2,Grinding_M2,24,0,1,2,Medium,Normal,0,High
P0413,Assembly_M4,Maintenance,1,23,No,Night,Ceramic_Hybrid,71,13,51,Packaging_Line,Polishing_M3,25,0,2,2,Low,Hot,0,High
P0246,Assembly_M4,Maintenance,17,18,Yes,Morning,Bearing_Stainless,30,13,24,Packaging_Line,Lathe_M1,23,1,2,0,High,Normal,1,High
P0465,Lathe_M1,Overloaded,5,34,No,Evening,Bearing_Stainless,65,26,40,Grinding_M2,Grinding_M2,17,0,3,,Medium,Warm,0,Medium
P0225,Lathe_M1,Busy,1,20,Yes,Evening,Bearing_Stainless,48,15,30,Polishing_M3,Lathe_M1,8,1,1,,Low,Normal,0,Low
P0224,Polishing_M3,Busy,13,35,Yes,Evening,Ceramic_Hybrid,26,17,8,Polishing_M3,Assembly_M4,1,1,1,,Medium,Normal,0,Low
P0312,Grinding_M2,Idle,22,24,No,Morning,Bearing_Stainless,83,15,44,Assembly_M4,Assembly_M4,25,0,0,0,High,Hot,1,High
P0139,Assembly_M4,Busy,24,7,Yes,Morning,Bearing_Steel_Chrome,29,7,58,Packaging_Line,Polishing_M3,26,1,1,0,High,Normal,1,High
P0141,Assembly_M4,Idle,7,42,Yes,Night,Bearing_Steel_Chrome,62,5,11,Polishing_M3,Lathe_M1,24,1,0,2,Medium,Warm,0,High
P0086,Grinding_M2,Maintenance,18,43,Yes,Morning,Bearing_Stainless,59,9,37,Assembly_M4,Lathe_M1,1,1,2,0,High,Warm,1,Low
P0450,Grinding_M2,Idle,13,42,Yes,Morning,Bearing_Steel_Chrome,34,26,32,Grinding_M2,Assembly_M4,14,1,0,0,Medium,Normal,0,Medium
P0128,Polishing_M3,Maintenance,3,42,No,Morning,Ceramic_Hybrid,40,29,25,Grinding_M2,Lathe_M1,28,0,2,0,Low,Normal,0,High
P0002,Lathe_M1,Busy,0,10,No,Morning,Bearing_Stainless,65,16,48,Grinding_M2,Lathe_M1,3,0,1,0,Low,Warm,0,Low
P0297,Lathe_M1,Maintenance,10,39,Yes,Morning,Bearing_Steel_Chrome,38,3,33,Packaging_Line,Grinding_M2,4,1,2,0,Medium,Normal,0,Low
P0479,Assembly_M4,Maintenance,18,16,Yes,Evening,Bearing_Steel_Chrome,26,18,39,Assembly_M4,Polishing_M3,10,1,2,,High,Normal,1,Medium
P0279,Lathe_M1,Maintenance,15,26,No,Evening,Bearing_Stainless,65,12,25,Polishing_M3,Lathe_M1,15,0,2,,High,Warm,1,Medium
P0026,Lathe_M1,Overloaded,2,25,Yes,Morning,Bearing_Stainless,45,22,48,Grinding_M2,Lathe_M1,23,1,3,0,Low,Normal,0,High
P0371,Grinding_M2,Maintenance,4,43,Yes,Morning,Ceramic_Hybrid,33,22,22,Grinding_M2,Polishing_M3,21,1,2,0,Low,Normal,0,High
P0048,Polishing_M3,Overloaded,7,38,No,Night,Bearing_Steel_Chrome,34,20,45,Assembly_M4,Grinding_M2,25,0,3,2,Medium,Normal,0,High
P0499,Lathe_M1,Idle,23,44,No,Night,Bearing_Steel_Chrome,48,25,36,Grinding_M2,Polishing_M3,24,0,0,2,High,Normal,1,High
P0105,Polishing_M3,Idle,0,42,No,Evening,Bearing_Stainless,68,26,55,Grinding_M2,Assembly_M4,27,0,0,,Low,Warm,0,High
P0165,Assembly_M4,Overloaded,16,38,No,Night,Ceramic_Hybrid,35,19,27,Assembly_M4,Assembly_M4,28,0,3,2,High,Normal,1,High
P0222,Assembly_M4,Idle,21,22,Yes,Morning,Bearing_Steel_Chrome,64,16,45,Polishing_M3,Polishing_M3,15,1,0,0,High,Warm,1,Medium
P0452,Lathe_M1,Idle,6,24,Yes,Night,Ceramic_Hybrid,37,14,5,Polishing_M3,Grinding_M2,20,1,0,2,Medium,Normal,0,High
P0335,Grinding_M2,Maintenance,3,28,No,Morning,Bearing_Steel_Chrome,60,5,49,Packaging_Line,Grinding_M2,2,0,2,0,Low,Warm,0,Low
P0018,Polishing_M3,Busy,22,19,No,Evening,Ceramic_Hybrid,60,28,10,Assembly_M4,Grinding_M2,3,0,1,,High,Warm,1,Low
P0240,Grinding_M2,Overloaded,6,42,Yes,Evening,Bearing_Stainless,59,5,14,Polishing_M3,Grinding_M2,21,1,3,,Medium,Warm,0,High
P0177,Assembly_M4,Busy,8,42,Yes,Evening,Bearing_Steel_Chrome,53,21,47,Polishing_M3,Lathe_M1,7,1,1,,Medium,Warm,0,Low
P0396,Grinding_M2,Overloaded,17,8,Yes,Night,Bearing_Steel_Chrome,29,5,40,Packaging_Line,Lathe_M1,27,1,3,2,High,Normal,1,High
P0322,Grinding_M2,Overloaded,12,20,No,Night,Bearing_Steel_Chrome,49,15,15,Assembly_M4,Assembly_M4,29,0,3,2,Medium,Normal,0,High
P0059,Lathe_M1,Busy,1,26,No,Night,Bearing_Steel_Chrome,38,25,28,Polishing_M3,Lathe_M1,27,0,1,2,Low,Normal,0,High
P0136,Assembly_M4,Maintenance,6,30,Yes,Morning,Bearing_Steel_Chrome,67,5,43,Polishing_M3,Grinding_M2,29,1,2,0,Medium,Warm,0,High
P0268,Grinding_M2,Maintenance,15,42,Yes,Morning,Bearing_Steel_Chrome,83,7,38,Polishing_M3,Grinding_M2,24,1,2,0,High,Hot,1,High
P0463,Grinding_M2,Maintenance,7,34,Yes,Evening,Bearing_Steel_Chrome,51,8,31,Polishing_M3,Lathe_M1,25,1,2,,Medium,Warm,0,High
P0336,Polishing_M3,Overloaded,23,19,Yes,Evening,Ceramic_Hybrid,49,23,22,Packaging_Line,Assembly_M4,12,1,3,,High,Normal,1,Medium
P0385,Polishing_M3,Idle,22,43,No,Evening,Bearing_Stainless,49,11,34,Grinding_M2,Polishing_M3,10,0,0,,High,Normal,1,Medium
P0336,Grinding_M2,Idle,1,17,No,Evening,Bearing_Steel_Chrome,78,7,45,Assembly_M4,Assembly_M4,13,0,0,,Low,Hot,0,Medium
P0423,Lathe_M1,Busy,8,17,Yes,Evening,Bearing_Steel_Chrome,61,15,41,Grinding_M2,Polishing_M3,9,1,1,,Medium,Warm,0,Low
P0256,Grinding_M2,Overloaded,7,43,No,Morning,Bearing_Stainless,64,23,7,Polishing_M3,Polishing_M3,23,0,3,0,Medium,Warm,0,High
P0286,Assembly_M4,Busy,23,44,No,Evening,Ceramic_Hybrid,57,8,23,Polishing_M3,Grinding_M2,2,0,1,,High,Warm,1,Low
P0482,Polishing_M3,Busy,13,23,Yes,Evening,Ceramic_Hybrid,75,23,30,Polishing_M3,Assembly_M4,17,1,1,,Medium,Hot,0,Medium
P0232,Lathe_M1,Maintenance,21,32,No,Night,Bearing_Stainless,43,28,52,Assembly_M4,Assembly_M4,20,0,2,2,High,Normal,1,High
P0488,Grinding_M2,Idle,24,23,No,Morning,Ceramic_Hybrid,57,20,11,Packaging_Line,Assembly_M4,29,0,0,0,High,Warm,1,High
P0437,Assembly_M4,Overloaded,22,9,No,Evening,Bearing_Stainless,54,18,47,Grinding_M2,Grinding_M2,24,0,3,,High,Warm,1,High
P0297,Lathe_M1,Idle,7,16,No,Morning,Bearing_Steel_Chrome,66,14,30,Packaging_Line,Lathe_M1,18,0,0,0,Medium,Warm,0,Medium
P0413,Polishing_M3,Maintenance,9,24,No,Morning,Bearing_Steel_Chrome,40,6,7,Polishing_M3,Polishing_M3,27,0,2,0,Medium,Normal,0,High
P0443,Polishing_M3,Idle,14,38,No,Morning,Bearing_Stainless,69,23,44,Packaging_Line,Assembly_M4,23,0,0,0,Medium,Warm,0,High
P0281,Grinding_M2,Busy,16,8,Yes,Morning,Bearing_Stainless,75,23,45,Packaging_Line,Polishing_M3,23,1,1,0,High,Hot,1,High
P0310,Polishing_M3,Idle,14,13,No,Evening,Ceramic_Hybrid,48,22,45,Polishing_M3,Lathe_M1,14,0,0,,Medium,Normal,0,Medium
P0497,Assembly_M4,Overloaded,22,20,No,Night,Bearing_Steel_Chrome,80,24,29,Grinding_M2,Lathe_M1,26,0,3,2,High,Hot,1,High
P0344,Assembly_M4,Idle,16,13,Yes,Night,Bearing_Steel_Chrome,39,8,37,Packaging_Line,Grinding_M2,1,1,0,2,High,Normal,1,Low
P0002,Assembly_M4,Idle,4,13,No,Morning,Bearing_Stainless,68,7,32,Assembly_M4,Grinding_M2,13,0,0,0,Low,Warm,0,Medium
P0371,Lathe_M1,Overloaded,7,19,No,Night,Bearing_Steel_Chrome,30,28,42,Packaging_Line,Assembly_M4,4,0,3,2,Medium,Normal,0,Low
P0133,Lathe_M1,Overloaded,10,25,Yes,Morning,Bearing_Steel_Chrome,54,19,39,Polishing_M3,Lathe_M1,3,1,3,0,Medium,Warm,0,Low
P0083,Polishing_M3,Overloaded,11,31,Yes,Night,Ceramic_Hybrid,77,22,42,Assembly_M4,Lathe_M1,21,1,3,2,Medium,Hot,0,High
P0411,Grinding_M2,Idle,5,44,Yes,Morning,Ceramic_Hybrid,39,19,56,Packaging_Line,Lathe_M1,29,1,0,0,Medium,Normal,0,High
P0160,Assembly_M4,Busy,15,42,Yes,Evening,Bearing_Steel_Chrome,84,22,21,Grinding_M2,Assembly_M4,9,1,1,,High,Hot,1,Low
P0028,Lathe_M1,Idle,18,22,Yes,Morning,Ceramic_Hybrid,81,24,41,Polishing_M3,Lathe_M1,28,1,0,0,High,Hot,1,High
P0305,Assembly_M4,Busy,5,16,Yes,Morning,Bearing_Stainless,35,17,56,Grinding_M2,Lathe_M1,17,1,1,0,Medium,Normal,0,Medium
P0108,Polishing_M3,Maintenance,19,13,Yes,Morning,Bearing_Steel_Chrome,25,27,7,Packaging_Line,Lathe_M1,21,1,2,0,High,Normal,1,High
P0302,Assembly_M4,Maintenance,22,13,Yes,Night,Bearing_Steel_Chrome,78,20,49,Packaging_Line,Grinding_M2,23,1,2,2,High,Hot,1,High
P0390,Polishing_M3,Busy,13,23,No,Morning,Ceramic_Hybrid,47,28,31,Assembly_M4,Assembly_M4,7,0,1,0,Medium,Normal,0,Low
P0421,Polishing_M3,Overloaded,3,16,Yes,Night,Bearing_Steel_Chrome,79,28,50,Grinding_M2,Grinding_M2,2,1,3,2,Low,Hot,0,Low
P0491,Assembly_M4,Overloaded,0,32,Yes,Evening,Ceramic_Hybrid,55,19,24,Polishing_M3,Lathe_M1,8,1,3,,Low,Warm,0,Low
P0012,Assembly_M4,Idle,2,35,No,Night,Ceramic_Hybrid,82,7,26,Grinding_M2,Assembly_M4,13,0,0,2,Low,Hot,0,Medium
P0071,Assembly_M4,Busy,8,13,Yes,Evening,Bearing_Steel_Chrome,76,10,19,Packaging_Line,Lathe_M1,13,1,1,,Medium,Hot,0,Medium
P0219,Lathe_M1,Busy,21,20,No,Morning,Bearing_Steel_Chrome,56,3,30,Polishing_M3,Assembly_M4,14,0,1,0,High,Warm,1,Medium
P0129,Assembly_M4,Maintenance,5,38,Yes,Night,Bearing_Steel_Chrome,32,5,25,Packaging_Line,Polishing_M3,24,1,2,2,Medium,Normal,0,High
P0429,Grinding_M2,Busy,13,32,No,Evening,Ceramic_Hybrid,70,13,52,Grinding_M2,Lathe_M1,6,0,1,,Medium,Hot,0,Low
P0094,Polishing_M3,Busy,19,35,No,Evening,Bearing_Stainless,57,13,11,Grinding_M2,Lathe_M1,8,0,1,,High,Warm,1,Low
P0087,Polishing_M3,Overloaded,8,6,Yes,Morning,Bearing_Steel_Chrome,41,21,49,Packaging_Line,Grinding_M2,5,1,3,0,Medium,Normal,0,Low
P0084,Lathe_M1,Maintenance,9,21,Yes,Evening,Ceramic_Hybrid,77,7,39,Packaging_Line,Polishing_M3,28,1,2,,Medium,Hot,0,High
P0434,Assembly_M4,Overloaded,14,43,No,Night,Bearing_Stainless,54,7,8,Grinding_M2,Assembly_M4,19,0,3,2,Medium,Warm,0,Medium
P0411,Assembly_M4,Overloaded,4,39,Yes,Evening,Ceramic_Hybrid,82,26,13,Grinding_M2,Grinding_M2,6,1,3,,Low,Hot,0,Low
P0296,Polishing_M3,Idle,12,26,Yes,Evening,Bearing_Steel_Chrome,52,21,40,Grinding_M2,Assembly_M4,2,1,0,,Medium,Warm,0,Low
P0459,Polishing_M3,Idle,3,12,No,Morning,Bearing_Steel_Chrome,69,11,54,Packaging_Line,Lathe_M1,9,0,0,0,Low,Warm,0,Low
P0112,Grinding_M2,Overloaded,0,17,Yes,Night,Ceramic_Hybrid,74,16,36,Assembly_M4,Grinding_M2,2,1,3,2,Low,Hot,0,Low
P0145,Grinding_M2,Busy,10,35,Yes,Night,Bearing_Steel_Chrome,38,23,51,Assembly_M4,Polishing_M3,14,1,1,2,Medium,Normal,0,Medium
P0258,Lathe_M1,Idle,15,33,Yes,Morning,Bearing_Stainless,71,20,31,Grinding_M2,Assembly_M4,9,1,0,0,High,Hot,1,Low
