Timestamp,Machine_ID,Process_Name,Temperature_C,Vibration_mm_s,Speed_RPM,Output_Units,Defects,Status
2026-08-18 11:23:32,M2,Heat Treatment,93.96,5.07,0,1,3,WARNING
2026-08-18 11:23:34,M5,Quality Inspection,47.57,0.43,502,1,0,RUNNING
2026-08-18 11:23:36,M1,Turning,42.38,0.68,1204,1,0,RUNNING
2026-08-18 11:23:38,M1,Turning,61.44,5.55,873,1,3,WARNING
2026-08-18 11:23:40,M6,Packaging,63.83,5.74,553,1,2,WARNING
2026-08-18 11:23:43,M5,Quality Inspection,44.1,0.23,501,1,0,RUNNING
2026-08-18 11:23:45,M5,Quality Inspection,46.68,0.51,517,1,0,RUNNING
2026-08-18 11:23:47,M4,Assembly,62.11,0.67,686,1,0,RUNNING
2026-08-18 11:23:49,M1,Turning,41.33,0.98,1212,1,0,RUNNING
2026-08-18 11:23:52,M4,Assembly,63.41,0.67,680,1,0,RUNNING
2026-08-18 11:23:54,M3,Grinding & Honing,56.59,1.71,957,1,0,RUNNING
2026-08-18 11:23:56,M3,Grinding & Honing,57.91,1.44,945,1,0,RUNNING
2026-08-18 11:23:58,M1,Turning,44.69,1.13,1202,1,0,RUNNING
2026-08-18 11:24:01,M1,Turning,40.57,0.68,1189,1,0,RUNNING
2026-08-18 11:24:03,M1,Turning,44.96,0.98,1195,1,0,RUNNING
2026-08-18 11:24:05,M4,Assembly,62.02,0.37,700,1,0,RUNNING
2026-08-18 11:24:07,M1,Turning,40.99,0.91,1181,1,0,RUNNING
2026-08-18 11:24:10,M3,Grinding & Honing,56.19,1.46,960,1,0,RUNNING
2026-08-18 11:24:12,M1,Turning,41.2,0.76,1209,1,0,RUNNING
2026-08-18 11:24:14,M1,Turning,42.99,0.82,1197,1,0,RUNNING
